DUNS,SIC1,LOB,SIC1_DESC,SIC2,SIC2_DESC,SIC3,SIC3_DESC,SIC4,SIC4_DESC,SIC5,SIC5_DESC,SIC6,SIC6_DESC,ACD_IND,CHANGE_IND,POI_NAME,FRAN_CD,FRAN_DESC,STREET_ADDRESS,HOUSE_NUMBER,STREET_PREFIX,STREETNAME,STREETTYPE,STREETSUFFIX,STREETLANG,COUNTRY_NAME,CITY,STATE,POSTALCODE,ADMINAREA,FOODTYPE,CHAINID,PHONE,LATITUDE,LONGITUDE,GEO_ACCURACY,NAIC1,NAIC1_DESC,NAIC2,NAIC2_DESC,NAIC3,NAIC3_DESC,NAIC4,NAIC4_DESC,NAIC5,NAIC5_DESC,NAIC6,NAIC6_DESC,STATUS,SUBSID,HIER,DIAS,TSTYLE1,FRAN_CD1,FRAN_DESC1,TSTYLE2,FRAN_CD2,FRAN_DESC2,TSTYLE3,FRAN_CD3,FRAN_DESC3,TSTYLE4,FRAN_CD4,FRAN_DESC4,TSTYLE5,FRAN_CD5,FRAN_DESC5,GLOBAL_ULT,ULT_NAME,GLOBAL_PAR,PAR_NAME,SALES,EMPS_HERE,SQT_FOOTAGE,RPT_DATE,REC_CLASS,COTTAGE,DOM_ULT,TRDSTYL120,MARKET_IND,ADDR_2, 
321610404,54610000,RETAIL BAKERIES,RETAIL BAKERIES,,,,,,,,,,,A,9,EMMERICH MARXEN,,,FREIHERR-VOM-STEIN-STR. 34,,,,,,,GERMANY,METTLACH,,66693,SAARLAND,,,6864359,+49.492001,+006.592196,D,311811,RETAIL BAKERIES,,,,,,,,,,,1,0,01,004290630,BŠCKEREI MARXEN,,,,,,,,,,,,,,,321610404,EMMERICH MARXEN,321610404,EMMERICH MARXEN,000000000000000,000000000,00000000,100817,,,321610404,BŠCKEREI MARXEN,M,, 
341040159,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP, NSK","GIFT, NOVELTY, AND SOUVENIR SHOP",,,,,,,,,,,A,9,ELKE WILMSMANN,,,LUDWIGSHAFENER STR. 11,,,,,,,GERMANY,MUTTERSTADT,,67112,RHEINLAND-PFALZ,,,6234920111,+49.443403,+008.356317,D,453220,"GIFT, NOVELTY AND SOUVENIR STO",,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,341040159,ELKE WILMSMANN,341040159,ELKE WILMSMANN,000000000116532,000000001,00000000,101019,,,000000000,,M,, 
340969945,79410000,"SPORTS CLUBS, MANAGERS, AND PROMOTERS","SPORTS CLUBS, MANAGERS, AND PROMOTERS",,,,,,,,,,,A,9,MANFRED UND BETTINA KLINDT,,,ELLERNBROOK 1,,,,,,,GERMANY,STEIN,,24235,SCHLESWIG-HOLSTEIN,,,43436222,+54.414259,+010.251140,D,711410,AGENTS AND MANAGERS FOR ARTIST,,,,,,,,,,,0,0,00,,OSTSEE-CAMP KLIFF ELLERNBROOK,,,,,,,,,,,,,,,340969945,MANFRED UND BETTINA KLINDT,340969945,MANFRED UND BETTINA KLINDT,000000000102289,000000002,00000000,080811,,,000000000,OSTSEE-CAMP KLIFF ELLERNBROOK,,, 
551526150,87110000,"ENGINEERING SERVICES, NSK",ENGINEERING SERVICES,,,,,,,,,,,A,9,ZIMATEC GMBH,,,AUF DEM IMMEL 9C,,,,,,,GERMANY,WEILERBACH,,67685,RHEINLAND-PFALZ,,,6374913000,+49.478561,+007.614046,S,541330,ENGINEERING SERVICES,,,,,,,,,,,0,0,00,,ZI MA TEC GMBH,,,TEAM ZIMMERMANN,,,,,,,,,,,,551526150,ZIMATEC GMBH,551526150,ZIMATEC GMBH,000000000266147,000000003,00000000,100409,,,000000000,ZI MA TEC GMBH,M,, 
327574336,73890000,"BUSINESS SERVICES, NEC, NSK","BUSINESS SERVICES, NEC",,,,,,,,,,,A,9,G†NTER HOFFMANN,,,BERLINER STR. 37,,,,,,,GERMANY,NETPHEN,,57250,NORDRHEIN-WESTFALEN,,,27371406,+00.000000,-000.000000,N,561499,ALL OTHER BUSINESS SUPPORT SER,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,327574336,G†NTER HOFFMANN,327574336,G†NTER HOFFMANN,000000000110266,000000001,00000000,030306,,,000000000,,,, 
328098405,57220000,"HOUSEHOLD APPLIANCE STORES, NSK",HOUSEHOLD APPLIANCE STORES,,,,,,,,,,,A,9,A & T SHOP GMBH HANDELSGESELLSCHAFT FUER ALARM- UND TELEFONGERAETE,,,OBERE REMSCHEIDER STR. 14,,,,,,,GERMANY,WERMELSKIRCHEN,,42929,NORDRHEIN-WESTFALEN,,,,+00.000000,-000.000000,N,443111,HOUSEHOLD APPLIANCE STORES,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,328098405,A & T SHOP GMBH HANDELSGESELLSCHAFT FUER ALARM- UND TELEFONGERAETE,328098405,A & T SHOP GMBH HANDELSGESELLSCHAFT FUER ALARM- UND TELEFONGERAETE,000000000222916,000000002,00000000,040531,,,000000000,,,, 
341389916,51990000,"NONDURABLE GOODS, NEC, NSK","NONDURABLE GOODS, NEC",,,,,,,,,,,A,9,EASY-SYSTEM GMBH,,,KIRCHSTR. 14A,,,,,,,GERMANY,SEMBACH,,67681,RHEINLAND-PFALZ,,,,+49.514744,+007.856709,D,424990,OTHER MISCELLANEOUS NONDURABLE,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,341389916,EASY-SYSTEM GMBH,341389916,EASY-SYSTEM GMBH,000000000427344,000000002,00000000,090629,,,000000000,,M,, 
340370883,80110000,"OFFICES AND CLINICS OF MEDICAL DOCTORS, N",OFFICES AND CLINICS OF MEDICAL DOCTORS,,,,,,,,,,,A,9,DR. ELEONORE HERTENBERGER,,,KAISERPLATZ 7,,,,,,,GERMANY,M†NCHEN,,80803,BAYERN,,,89332126,+00.000000,-000.000000,S,621111,OFFICES OF PHYSICIANS (EXCEPT,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340370883,DR. ELEONORE HERTENBERGER,340370883,DR. ELEONORE HERTENBERGER,000000000253781,000000002,00000000,080421,,,000000000,,,, 
330204301,59990000,"MISCELLANEOUS RETAIL STORES, NEC, NSK","MISCELLANEOUS RETAIL STORES, NEC",52610100,LAWN AND GARDEN EQUIPMENT,76991401,FARM MACHINERY REPAIR,,,,,,,A,9,SCHILLER   LANDMASCHINEN- UND  GARTENTECHNIK  GMBH,,,SPŠNFLECK 7,,,,,,,GERMANY,GESEES,,95494,BAYERN,,,92011031,+49.876058,+011.540512,S,453998,ALL OTHER MISCELLANEOUS STORE,444210,OUTDOOR POWER EQUIPMENT STORES,811310,COMMERCIAL AND INDUSTRIAL MACH,,,,,,,0,0,00,,SCHILLER LANDMASCHINEN- UND GA,,,,,,,,,,,,,,,330204301,SCHILLER   LANDMASCHINEN- UND  GARTENTECHNIK  GMBH,330204301,SCHILLER   LANDMASCHINEN- UND  GARTENTECHNIK  GMBH,000000000242300,000000001,00000000,100118,,,000000000,SCHILLER LANDMASCHINEN- UND GARTENTECHNIK GMBH,M,, 
341731710,99990000,NONCLASSIFIABLE ESTABLISHMENTS,NONCLASSIFIABLE ESTABLISHMENTS,,,,,,,,,,,A,9,STORE PETIT VERWALTUNGS UG,,,BLANKENESER HAUPTSTR 134,,,,,,,GERMANY,HAMBURG,,22587,HAMBURG,,,,+00.000000,-000.000000,N,999990,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,341731710,STORE PETIT VERWALTUNGS UG,341731710,STORE PETIT VERWALTUNGS UG,000000000000000,000000000,00000000,,,,000000000,,M,, 
341133546,59610000,CATALOG AND MAIL-ORDER HOUSES,CATALOG AND MAIL-ORDER HOUSES,,,,,,,,,,,A,9,GLAMOUR FASHION LOUNGE E.K.,,,WALDREBENSTR. 18,,,,,,,GERMANY,M†NCHEN,,80935,BAYERN,,,,+48.152869,+011.538441,D,454113,MAIL-ORDER HOUSES,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,341133546,GLAMOUR FASHION LOUNGE E.K.,341133546,GLAMOUR FASHION LOUNGE E.K.,000000000116532,000000001,00000000,100902,,,000000000,,M,, 
330792920,49530000,"REFUSE SYSTEMS, NSK",REFUSE SYSTEMS,,,,,,,,,,,A,9,SCHWERINER ABFALLENTSORGUNGS- UND STRA§ENREINIGUNGSGES. MBH,,,LUDWIGSLUSTER CHAUSSEE 72,,,,,,,GERMANY,SCHWERIN,,19061,MECKLENBURG-VORPOMMERN,,,3855770100,+53.594523,+011.427780,D,562219,OTHER NONHAZARDOUS WASTE TREAT,,,,,,,,,,,0,0,00,,SCHWERINER ABFALLENTSORGUNGS-,,,SAS,,,,,,,,,,,,330792920,SCHWERINER ABFALLENTSORGUNGS- UND STRA§ENREINIGUNGSGES. MBH,330792920,SCHWERINER ABFALLENTSORGUNGS- UND STRA§ENREINIGUNGSGES. MBH,000000010432307,000000070,00000000,101014,,,000000000,SCHWERINER ABFALLENTSORGUNGS- UND  STRA§ENREINIGUNGSGES. MBH,M,, 
340165339,59610000,CATALOG AND MAIL-ORDER HOUSES,CATALOG AND MAIL-ORDER HOUSES,,,,,,,,,,,A,9,ROLFSMEYER & ROLFSMEYER GBR,,,HEIDEWEG 11,,,,,,,GERMANY,L…HNE,,32584,NORDRHEIN-WESTFALEN,,,5732981760,+00.000000,-000.000000,S,454113,MAIL-ORDER HOUSES,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340165339,ROLFSMEYER & ROLFSMEYER GBR,340165339,ROLFSMEYER & ROLFSMEYER GBR,000000000137249,000000002,00000000,080328,,,000000000,,,, 
340069411,80210000,OFFICES AND CLINICS OF DENTISTS,OFFICES AND CLINICS OF DENTISTS,,,,,,,,,,,A,9,DIPL.- STOMATOLOGE GERNOT RIE§,,,BAHNHOFSTR. 28,,,,,,,GERMANY,ALTENBERG,,01773,SACHSEN,,,3505425298,+00.000000,-000.000000,S,621210,OFFICES OF DENTISTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340069411,DIPL.- STOMATOLOGE GERNOT RIE§,340069411,DIPL.- STOMATOLOGE GERNOT RIE§,000000000258960,000000003,00000000,080320,,,000000000,,,, 
389067521,80110000,"OFFICES AND CLINICS OF MEDICAL DOCTORS, N",OFFICES AND CLINICS OF MEDICAL DOCTORS,,,,,,,,,,,A,9,"DR.MED. ULRICH WšLKE, DR.MED. MICHAEL FRITZSCH",,,ALTER RATHAUSPLATZ 14,,,,,,,GERMANY,ISERLOHN,,58636,NORDRHEIN-WESTFALEN,,,237114406,+51.374531,+007.697204,S,621111,OFFICES OF PHYSICIANS (EXCEPT,,,,,,,,,,,0,0,00,,CHIRURGISCHE GEMEINSCHAFTSPRAX,,,,,,,,,,,,,,,389067521,"DR.MED. ULRICH WšLKE, DR.MED. MICHAEL FRITZSCH",389067521,"DR.MED. ULRICH WšLKE, DR.MED. MICHAEL FRITZSCH",000000000118237,000000002,00000000,091104,,,000000000,CHIRURGISCHE GEMEINSCHAFTSPRAXIS,M,, 
328331322,17960000,INSTALLING BUILDING EQUIPMENT,INSTALLING BUILDING EQUIPMENT,,,,,,,,,,,A,9,ROLAND BONAS,,,MICHAEL-HASLBECK-STR. 18,,,,,,,GERMANY,PUTZBRUNN,,85640,BAYERN,,,8946289620,+48.077445,+011.722348,D,238290,OTHER BUILDING EQUIPMENT CONTR,,,,,,,,,,,0,0,00,,CNC ROLAND BONAS,,,,,,,,,,,,,,,328331322,ROLAND BONAS,328331322,ROLAND BONAS,000000000147360,000000001,00000000,100223,,,000000000,CNC ROLAND BONAS,M,, 
332382399,99990000,NONCLASSIFIABLE ESTABLISHMENTS,NONCLASSIFIABLE ESTABLISHMENTS,,,,,,,,,,,A,9,HANS-JOACHIM VOCK,,,AUGUST-BEBEL-STR. 39,,,,,,,GERMANY,SCH…NBERG,,23923,MECKLENBURG-VORPOMMERN,,,,+00.000000,-000.000000,N,999990,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,332382399,HANS-JOACHIM VOCK,332382399,HANS-JOACHIM VOCK,000000000000000,000000001,00000000,090501,,,000000000,,,, 
343087805,50990000,"DURABLE GOODS, NEC","DURABLE GOODS, NEC",73891700,BROKERS' SERVICES,,,,,,,,,A,9,OECON MOBILRAUM GMBH,,,ZUM FLUGPLATZ 1,,,,,,,GERMANY,BARTHOLOM€,,73566,BADEN-W†RTTEMBERG,,,717397010,+48.751337,+009.999472,D,423990,OTHER MISCELLANEOUS DURABLE GO,541990,"ALL OTHER PROFESSIONAL, SCIENT",,,,,,,,,1,0,01,009460573,OECON MOBILRAUM,,,,,,,,,,,,,,,343087805,OECON MOBILRAUM GMBH,343087805,OECON MOBILRAUM GMBH,000000017563000,000000000,00000000,100525,,,343087805,OECON MOBILRAUM,M,, 
340161432,72990000,"MISCELLANEOUS PERSONAL SERVICES, NEC, NSK",MISCELLANEOUS PERSONAL SERVICE,,,,,,,,,,,A,9,HOLGER WAGNER,,,EICKENDORF 23B,,,,,,,GERMANY,DRENSTEINFURT,,48317,NORDRHEIN-WESTFALEN,,,2508999689,+00.000000,-000.000000,S,812990,ALL OTHER PERSONAL SERVICES,,,,,,,,,,,0,0,00,,TOPS FIT SPORT,,,,,,,,,,,,,,,340161432,HOLGER WAGNER,340161432,HOLGER WAGNER,000000000147607,000000001,00000000,080328,,,000000000,TOPS FIT SPORT,,, 
319452553,47240000,"TRAVEL AGENCIES, NSK",TRAVEL AGENCIES,,,,,,,,,,,A,9,TISCHLER REISEN THOMAS TISCHLER REISEB†RO GMBH,,,PARTNACHSTR. 50,,,,,,,GERMANY,GARMISCH-PARTENKIRCHEN,,82467,BAYERN,,,8821931730,+47.494196,+011.097895,D,561510,TRAVEL AGENCIES,,,,,,,,,,,0,0,00,,TISCHLER REISEN THOMAS  TISCHL,,,TISCHLER REISEN GMBH,,,,,,,,,,,,319452553,TISCHLER REISEN THOMAS TISCHLER REISEB†RO GMBH,319452553,TISCHLER REISEN THOMAS TISCHLER REISEB†RO GMBH,000000013589460,000000004,00000000,101022,,,000000000,TISCHLER REISEN THOMAS  TISCHLER REISEB†RO GMBH,M,, 
317621126,65310000,REAL ESTATE AGENTS AND MANAGERS,REAL ESTATE AGENTS AND MANAGERS,,,,,,,,,,,A,9,ISVG IMMOBILIEN-SERVICE- UND VERWALTUNGS GMBH,,,NORDRING 29,,,,,,,GERMANY,N†RNBERG,,90408,BAYERN,,,911350590,+49.469637,+011.071127,D,531210,OFFICES OF REAL ESTATE AGENTS,,,,,,,,,,,0,0,00,,ISVG IMMOBILIEN-SERVICE- UND V,,,ISVG,,,,,,,,,,,,317621126,ISVG IMMOBILIEN-SERVICE- UND VERWALTUNGS GMBH,317621126,ISVG IMMOBILIEN-SERVICE- UND VERWALTUNGS GMBH,000000000312081,000000011,00000000,101105,,,000000000,ISVG IMMOBILIEN-SERVICE- UND VERWALTUNGS GMBH,M,, 
341549849,17710000,CONCRETE WORK,CONCRETE WORK,,,,,,,,,,,A,9,CHRISTIAN FELKEL,,,SIGMUND-RIEFLER-BOGEN 23,,,,,,,GERMANY,M†NCHEN,,81829,BAYERN,,,8994389235,+48.136656,+011.715191,D,238110,POURED CONCRETE FOUNDATION AND,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,341549849,CHRISTIAN FELKEL,341549849,CHRISTIAN FELKEL,000000000104027,000000001,00000000,100210,,,000000000,,M,, 
312562298,65310000,REAL ESTATE AGENTS AND MANAGERS,REAL ESTATE AGENTS AND MANAGERS,,,,,,,,,,,A,9,KORI GMBH & CO. KG,,,GR†NER WEG,,,,,,,GERMANY,MITTENWALDE,,15749,BRANDENBURG,,,,+00.000000,-000.000000,N,531210,OFFICES OF REAL ESTATE AGENTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,312562298,KORI GMBH & CO. KG,312562298,KORI GMBH & CO. KG,000000000245882,000000001,00000000,101012,,,000000000,,M,, 
318153517,35440000,"SPECIAL DIES, TOOLS, JIGS, AND FIXTURES,","SPECIAL DIES, TOOLS, JIGS, AND FIXTURES",,,,,,,,,,,A,9,BAUER GMBH WERKZEUG- UND FORMENBAU,,,ISENBRUNN 6,,,,,,,GERMANY,WALTING,,85137,BAYERN,,,8426243,+48.941511,+011.318507,D,333514,"SPECIAL DIE AND TOOL, DIE SET,",,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,318153517,BAUER GMBH WERKZEUG- UND FORMENBAU,318153517,BAUER GMBH WERKZEUG- UND FORMENBAU,000000002786450,000000017,00000000,100315,,,000000000,,M,, 
340445124,86990000,"MEMBERSHIP ORGANIZATIONS, NEC, NSK","MEMBERSHIP ORGANIZATIONS, NEC",,,,,,,,,,,A,9,ORTSVEREIN HILZINGEN,,,HAUPTSTR. 73,,,,,,,GERMANY,HILZINGEN,,78247,BADEN-W†RTTEMBERG,,,773112360,+00.000000,-000.000000,S,813990,OTHER SIMILAR ORGANIZATIONS (E,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340445124,ORTSVEREIN HILZINGEN,340445124,ORTSVEREIN HILZINGEN,000000000125596,000000001,00000000,080426,,,000000000,,,, 
312748927,01910000,"GENERAL FARMS, PRIMARILY CROP","GENERAL FARMS, PRIMARILY CROP",,,,,,,,,,,A,9,HERMANN TRUE,,,OSTERESCHWEG 2,,,,,,,GERMANY,D…RVERDEN,,27313,NIEDERSACHSEN,,,42319850656,+00.000000,-000.000000,N,111998,ALL OTHER MISCELLANEOUS CROP F,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,312748927,HERMANN TRUE,312748927,HERMANN TRUE,000000000090636,000000001,00000000,101105,,,000000000,,M,, 
340100943,47890000,"TRANSPORTATION SERVICES, NEC, NSK","TRANSPORTATION SERVICES, NEC",,,,,,,,,,,A,9,MANFRED WIECZOREK,,,KATHARINENSTR. 22,,,,,,,GERMANY,GEITHAIN,,04643,SACHSEN,,,3434141147,+00.000000,-000.000000,S,488999,ALL OTHER SUPPORT ACTIVITIES F,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340100943,MANFRED WIECZOREK,340100943,MANFRED WIECZOREK,000000000912834,000000003,00000000,080325,,,000000000,,,, 
551301815,87420000,MANAGEMENT CONSULTING SERVICES,MANAGEMENT CONSULTING SERVICES,,,,,,,,,,,A,9,DOGO.BROS. ENTERTAINMENT GMBH,,,ERLANGER STR. 9,,,,,,,GERMANY,BAIERSDORF,,91083,BAYERN,,,,+49.654269,+011.032630,D,541611,ADMINISTRATIVE MANAGEMENT AND,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,551301815,DOGO.BROS. ENTERTAINMENT GMBH,551301815,DOGO.BROS. ENTERTAINMENT GMBH,000000004447421,000000020,00000000,091015,,,000000000,,M,, 
331130765,87120000,ARCHITECTURAL SERVICES,ARCHITECTURAL SERVICES,,,,,,,,,,,A,9,MRW B†RO F†R PLANUNG UND BAULEITUNG GMBH,,,ADOLF-HERZER-STR. 9,,,,,,,GERMANY,ERFURT,,99094,TH†RINGEN,,,3616437001,+50.937339,+010.989546,S,541310,ARCHITECTURAL SERVICES,,,,,,,,,,,0,0,00,,MRW B†RO F†R PLANUNG UND BAULE,,,MRW,,,,,,,,,,,,331130765,MRW B†RO F†R PLANUNG UND BAULEITUNG GMBH,331130765,MRW B†RO F†R PLANUNG UND BAULEITUNG GMBH,000000000337750,000000001,00000000,101018,,,000000000,MRW B†RO F†R PLANUNG UND BAULEITUNG GMBH,M,, 
317018323,73890000,"BUSINESS SERVICES, NEC, NSK","BUSINESS SERVICES, NEC",57149901,CURTAINS,57190401,VENETIAN BLINDS,,,,,,,A,9,BR†GELMANN GMBH,,,GEWERBESTR. 41,,,,,,,GERMANY,GEVELSBERG,,58285,NORDRHEIN-WESTFALEN,,,2332555607,+51.313148,+007.303116,D,561499,ALL OTHER BUSINESS SUPPORT SER,442291,WINDOW TREATMENT STORES,442291,WINDOW TREATMENT STORES,,,,,,,1,0,01,001831955,,,,,,,,,,,,,,,,317018323,BR†GELMANN GMBH,317018323,BR†GELMANN GMBH,000000000428358,000000000,00000000,100224,,,317018323,,M,, 
341314065,51360000,MENS AND BOYS CLOTHING,MEN'S AND BOY'S CLOTHING,,,51310200,SEWING SUPPLIES AND NOTIONS,,,,,,,A,9,HUE NGUYEN NGOC,,,HECKERSTIEG 2,,,,,,,GERMANY,ERFURT,,99085,TH†RINGEN,,,,+00.000000,-000.000000,N,424320,MEN'S AND BOYS' CLOTHING AND F,,,424310,"PIECE GOODS, NOTIONS, AND OTHE",,,,,,,0,0,00,,,,,,,,,,,,,,,,,341314065,HUE NGUYEN NGOC,341314065,HUE NGUYEN NGOC,000000000152778,000000001,00000000,020708,,,000000000,,,, 
341676170,58120000,EATING PLACES,EATING PLACES,,,,,,,,,,,A,9,CLAUDIA PUHL,,,ROSENSTR. 19,,,,,,,GERMANY,BERLIN,,10178,BERLIN,,,3025099440,+00.000000,-000.000000,N,722110,FULL-SERVICE RESTAURANTS,,,,,,,,,,,0,0,00,,TIPICA,,,,,,,,,,,,,,,341676170,CLAUDIA PUHL,341676170,CLAUDIA PUHL,000000000064848,000000002,00000000,100709,,,000000000,TIPICA,M,, 
326383135,82110000,ELEMENTARY AND SECONDARY SCHOOLS,ELEMENTARY AND SECONDARY SCHOOLS,,,,,,,,,,,A,9,INSTITUT LERNEN UND LEBEN E. V.,,,TESSINER STR. 17,,,,,,,GERMANY,ROSTOCK,,18055,MECKLENBURG-VORPOMMERN,,,3812528990,+54.081431,+012.163068,D,611110,ELEMENTARY AND SECONDARY SCHOO,,,,,,,,,,,1,0,01,006630011,INSTITUT LERNEN UND LEBEN,,,,,,,,,,,,,,,326383135,INSTITUT LERNEN UND LEBEN E. V.,326383135,INSTITUT LERNEN UND LEBEN E. V.,000000000000000,000000000,00000000,090617,,,326383135,INSTITUT LERNEN UND LEBEN,M,, 
340980345,72190000,"LAUNDRY AND GARMENT SERVICES, NEC, NSK","LAUNDRY AND GARMENT SERVICES, NEC",,,,,,,,,,,A,9,INGE KR†§EN,,,HOHE STR. 40,,,,,,,GERMANY,GREFRATH,,47929,NORDRHEIN-WESTFALEN,,,2158400811,+51.335385,+006.338642,D,811490,OTHER PERSONAL AND HOUSEHOLD G,,,,,,,,,,,0,0,00,,€NDERUNGSSCHNEIDEREI INGE KR†§,,,,,,,,,,,,,,,340980345,INGE KR†§EN,340980345,INGE KR†§EN,000000000025896,000000001,00000000,080806,,,000000000,€NDERUNGSSCHNEIDEREI INGE KR†§EN,,, 
325392269,58120000,EATING PLACES,EATING PLACES,,,,,,,,,,,A,9,NORBERT UPUS,,,GRENZSTR. 137,,,,,,,GERMANY,OBERHAUSEN,,46045,NORDRHEIN-WESTFALEN,,,20823842,+51.464565,+006.856948,D,722110,FULL-SERVICE RESTAURANTS,,,,,,,,,,,0,0,00,,GASTSTŠTTE B†RGERHOF,,,B†RGERHOF,,,,,,,,,,,,325392269,NORBERT UPUS,325392269,NORBERT UPUS,000000000064848,000000001,00000000,090507,,,000000000,GASTSTŠTTE B†RGERHOF,M,, 
340912057,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP, NSK","GIFT, NOVELTY, AND SOUVENIR SHOP",,,,,,,,,,,A,9,HERBERT STROHM,,,BR†DER-GRIMM-STR. 11,,,,,,,GERMANY,MANNHEIM,,68259,BADEN-W†RTTEMBERG,,,621794844,+49.493990,+008.529279,D,453220,"GIFT, NOVELTY AND SOUVENIR STO",,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340912057,HERBERT STROHM,340912057,HERBERT STROHM,000000000137249,000000002,00000000,080722,,,000000000,,,, 
340088164,86990000,"MEMBERSHIP ORGANIZATIONS, NEC, NSK","MEMBERSHIP ORGANIZATIONS, NEC",,,,,,,,,,,A,9,DIRK KIEFER,,,OBERROLLSBACH 2,,,,,,,GERMANY,AITERN,,79677,BADEN-W†RTTEMBERG,,,7673889138,+00.000000,-000.000000,T,813990,OTHER SIMILAR ORGANIZATIONS (E,,,,,,,,,,,0,0,00,,BERGWACHT SCHWARZWALD ORTSGRUP,,,,,,,,,,,,,,,340088164,DIRK KIEFER,340088164,DIRK KIEFER,000000000196810,000000002,00000000,080320,,,000000000,BERGWACHT SCHWARZWALD ORTSGRUPPE SCHšNAU E.V.,,, 
343940896,87110000,"ENGINEERING SERVICES, NSK",ENGINEERING SERVICES,,,,,,,,,,,A,9,IBG PLANUNGSB†RO GMBH,,,RAMSDORFER POSTWEG 40,,,,,,,GERMANY,BORKEN,,46325,NORDRHEIN-WESTFALEN,,,286194150,+51.855792,+006.880274,D,541330,ENGINEERING SERVICES,,,,,,,,,,,0,0,00,,IBG PLANUNGSB†RO,,,,,,,,,,,,,,,343940896,IBG PLANUNGSB†RO GMBH,343940896,IBG PLANUNGSB†RO GMBH,000000000363419,000000004,00000000,101019,,,000000000,IBG PLANUNGSB†RO,M,, 
537286643,58120000,EATING PLACES,EATING PLACES,,,,,,,,,,,A,9,SCHLEMMERLAND EXPRESS GMBH VERPFLEGUNG IM SYSTEM,,,BEUTHENER STR. 43,,,,,,,GERMANY,N†RNBERG,,90471,BAYERN,,,,+49.427030,+011.132670,D,722110,FULL-SERVICE RESTAURANTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,537286643,SCHLEMMERLAND EXPRESS GMBH VERPFLEGUNG IM SYSTEM,537286643,SCHLEMMERLAND EXPRESS GMBH VERPFLEGUNG IM SYSTEM,000000000156716,000000004,00000000,100126,,,000000000,,M,, 
341565750,65310000,REAL ESTATE AGENTS AND MANAGERS,REAL ESTATE AGENTS AND MANAGERS,,,,,,,,,,,A,9,IMMOBILIENFREUNDE GMBH,,,KARLSTR. 66,,,,,,,GERMANY,MERING,,86415,BAYERN,,,,+48.260826,+010.998761,D,531210,OFFICES OF REAL ESTATE AGENTS,,,,,,,,,,,0,3,02,001911598,,,,,,,,,,,,,,,,341565750,IMMOBILIENFREUNDE GMBH,341565750,IMMOBILIENFREUNDE GMBH,000000000000000,000000000,00000000,100710,,,332408314,,M,, 
317890929,56510000,"FAMILY CLOTHING STORES, NSK",FAMILY CLOTHING STORES,,,,,,,,,,,A,9,HELMAR SUCKER,,,RHEINSTR. 51,,,,,,,GERMANY,BERLIN,,12161,BERLIN,,,,+00.000000,-000.000000,N,448140,FAMILY CLOTHING STORES,,,,,,,,,,,0,0,00,,BERLINER HOSEN-MARKT,,,,,,,,,,,,,,,317890929,HELMAR SUCKER,317890929,HELMAR SUCKER,000000000229059,000000001,00000000,010723,,,000000000,BERLINER HOSEN-MARKT,,, 
332900034,36290000,"ELECTRICAL INDUSTRIAL APPARATUS, NEC, NSK","ELECTRICAL INDUSTRIAL APPARATUS, NEC",,,,,,,50840700,INSTRUMENTS AND CONTROL EQUIPMENT,,,A,9,BLEMO FREQUENZUMRICHTER INH. ROBERT SCHERER,,,SIEMENSSTR. 4,,,,,,,GERMANY,RODGAU,,63110,HESSEN,,,610682950,+50.013868,+008.887558,D,335999,ALL OTHER MISCELLANEOUS ELECTR,,,,,,,423830,INDUSTRIAL MACHINERY AND EQUIP,,,0,0,00,,BLEMO FREQUENZUMRICHTER,,,ROBERT SCHERER,,,,,,,,,,,,332900034,BLEMO FREQUENZUMRICHTER INH. ROBERT SCHERER,332900034,BLEMO FREQUENZUMRICHTER INH. ROBERT SCHERER,000000001823850,000000005,00000000,100430,,,000000000,BLEMO FREQUENZUMRICHTER,M,, 
